company_name,price
100 Covid Clear,49
Expert TMS Limited,49.99
AlphaBiolabs,55
Outcome Diagnostics t/a 123 tests,55
1010Labs,59
HHH Diagnostics,59
Expert Doctors,59.99
Expert Medicals,60
Quick Clinics,70
1 CovClinics,75
Sterling Testing,75
0044 COVID Test,80
AccendoLAB Limited,80
Andres Pharmacy,85
CT24 Solutions Ltd,85
Daya Pharmacy,85
Mobihealth International,85
Sterling Testing,85
247 Travel Tests,86
Randox Laboratories Ltd,86
Brunswick Hygiene Ltd,89
Anglia DNA Services,90
COVID TRAVEL CLINICS,90
OPTIMIZED BODY & MIND,90
Doctor Driver Assessment LTD,94.50
A1 Track&Travel,95
Hale Clinic Harley Street,95
101 Testing,98
I-Gen Testing Limited,98
LabMedExpert,98
A Hasu Diagnostics,99
Everything Genetic Ltd,99
Future Health Technologies Limited,99
NOMAD TRAVEL,99
Protein Technologies Ltd / RapidityDX,99
Quick Clinics,99
Testing For All,99
001 Covid Test,100
BioGrad Diagnostics,100
BioGrad diagnostics,100
Katalyst Laboratories,100
LIVE COVID TESTING,100
1Corporate Covid Tests,105
Coronafocus by Oncologica UK Ltd (t/a Oncologica UK Ltd),105
Screen4,105
Abicare Health Solutions Ltd (Riva Health),109
AlphaBiolabs,110
Locaton Medical Services Ltd,110
Harley Street Nurses Ltd,111
Nationwide Pathology Limited,111
Healthium Clinics,112
Confirm Testing,114
LabMedExpert Limited,115
Dante Labs,116
AIS Covid Testing Ltd,118
Better2Know,119
Medicines Online Ltd,119
treated.com,119
AlphaBiolabs,120
La Perla Clinic,120
My Private Chemist,120
Private Harley Street Clinic,120
Rainbow Labs,120
Source BioScience,120
The Bridge Clinic,120
BRISTOL TRAVEL CLINIC,125
247HomeTesting,129
Cignpost Diagnostics,129
ExpressTest by Cignpost Diagnostics,129
NL Clinic,129
1 Stop Covid Shop,130
NIVHA Laboratory Services Ltd.,130
Premier Clinic Ltd,130
Site LT,130
Sorcha Biotech,130
Tamsel (UK) Ltd,130
1Rapid Clinics,134
Consultant Clinic,135
Covid Testing Laboratories Ltd,135
DNA Workplace,135
ME360 HEALTHCARE LIMITED T/A me360 Testing Services,135
Sirkka Networks Limited,135
Apollo Testing,138
Medical Diagnosis,138
OscarTech UK,139
0001Ace-ThetiX,140
NIVHA Laboratory Services Ltd,140
T Consultants LTD,140
C19 TEsting,145
Recovery4Life,145
Your Health First Ltd,145
Advisa Medica,148
Healthyaa Clinic,148
A1 Global Testing Limited,148.99
004 Medical Testing,149
Aeromedical Consulting UK,149
Bupa Occupational Health Ltd,149
Covid Testing Laboratories,149
FitnessGenes,149
ME360 HEALTHCARE LIMITED T/A me360 Testing Services,149
The Regenerative Clinic,149
Travel Test Centre Ltd,149
Biogroup Laboratory,150
Fit to Fly UK,150
HarveyRhys Clinic,150
Heald Green Pharmacy,150
Qured,150
T Consultants Ltd,150
UK EVENT MEDICS LTD,150
Project Screen by Prenetics,154
101 Covid Travel Clinic,155
Fakir Chemist,155
Masters (UK) Limited t/a Nechells Pharmacy and Masters Pharmacy,155
Masters Pharmacy,155
My Local Travel Clinic,155
OscarTech UK,155
Pennfields Pharmacy,155
Now Test,156
Af Aesthetics (Enoura Medical),159
ARRIVING UK,159
Ask Chemist,159
Assured Screening,159
"Cheltenham, Worcester & West Midlands Travel Clinics",159
Concepto Clinic,159
D&A Screening Ltd,159
Enoura Medical (AF Aesthetics),159
Family Medics,159
Family Medics,159
FAMILY MEDICS,159
FitnessGenes,159
Forensic Genomics Innovation Hub Ltd,159
Halo Verify,159
IQ Doctor,159
One Scientific Ltd.,159
Optipharm Pharmacy,159
000 Book A Travel Test,159.99
10 Harley LinkNurse Clinic LONDON,160
Biotherapy Services,160
Blindspot Global Ltd,160
Boots UK,160
CityDoc Medical Limited,160
Fusion Radiology Ltd,160
Northend Clinic,160
Travel Centre Clapham Ltd,160
UK Health Testing,160
258 Postal Racoo Screening Ltd,165
Collinson,165
DGC Health LTD,165
Fit to Fly UK,165
SYNLAB,165
The Health Suite,165
The Travel Health Clinic,165
TP Healthcare Services Ltd,165
Tuli Health,165
Vaccination UK Ltd,165
PExpo Diagnostics,167
The Clinic MK Ltd,168
Claret Diagnostics Ltd,169
CLARET DIAGNOSTICS LTD,169
Covid Clear Clinic,169
Covid Smart Limited,169
CQ Doctor,169
Medwyn Occupational Health,169
Fit2fly24/7 Ltd,169.98
Audley pharmacy,170
Check My Body Health,170
CQ Doctor,170
CTM (NHS T&T),170
Good Egg Medical,170
Helix Services Limited also t/a Travel Test Assured,170
MyHealthChecked,170
PharmaSuite,170
Remedys Pharmacy,170
Your GP Circle,170
"www.covidfittoflytest.co.uk T/A Nash Travel, Tourism and Transport Services Ltd.",174.99
1 Health Hub Ltd,175
AGG Coventry ltd ta Vantage Chemist,175
Amin Pharmacy,175
Chronomics,175
Covitests,175
Doctorcall Limited,175
Evolve Medical,175
Heathrow Medical Services,175
JDoc Medical Limited (t/a JDoc365),175
JDoc Medical Linited (t/a JDoc365),175
JS Biomedical Ltd,175
London Corona Test Centre,175
Mediscan Diagnostic Services,175
PCT Healthcare,175
Pharmesthetics Ltd,175
Research Consultancy and Health Ltd,175
Roshni Clinic,175
World Travel Clinic,175
Rapid PCR,178
Xana Medtec,178
1AFFORDABLETEST.COM,179
MedChecks,179
Midland Health,179
SomDoc Ltd / Home2Lab,179
The Health Clinic by AR,179
Worldwide Travel Health Clinic,179
Anglo Belgravia,180
Blackburn Travel Clinic,180
Caxton Pharmacy,180
Church Pharmacy,180
Easter Pharmacy,180
Hawkes Health,180
Midlands Ultrasound and Medical Services,180
NX Healthcare,180
Thechemistlive.co.uk,180
Est-Health Wellness Clinic,185
London Vaccination Clinic,185
MASTA,185
Polaris Medical Services Ltd,185
Well Pharmacy (Bestway National Chemists Ltd),185
Baseline Medicine,189
Collingwood Health,189
London Medical Laboratory,189
Mare St Clinic,189
Medplus Test,189
Yourhealthfirst Clinic,189
Barkerhouse Pharmacy,190
CHB Medical Ltd,190
CHB Medical Ltd,190
COVIDO,190
Flow Living Medi-Care Services,190
MDNA Life Sciences (UK) Ltd,190
Minton Treharne & Davies Laboratories Limited,190
Newcastle Premier Health,190
Nottinghamshire,190
SKC Occupational Health Oxford,190
Trio Pharmacy,190
UK Event Medics Limited,190
Yakub Chemist,190
CovGuard,194
Acorn Occupational Health ltd,195
Blue Horizon Medicals,195
COV19care Ltd,195
Dears Pharmacy & Travel Clinic,195
EASY TESTING LTD,195
Fusion Pharmacy,195
G16 COVID Testing,195
Just Health,195
North and North West London Covid Tests,195
Quick Meds,195
RB Health and Safety Solutions Ltd,195
The Medic Clinic,195
The Palace gate Practice Limited,195
Travel Centre Clapham,195
3SIX Health,198
4 Medical Testing,198
Alexandru Livinschi (t/a Bai Long Ltd),198
Avante Health Ltd,198
Circular 1 Health LTD,198
Doctors Clinic Group,198
Doctors Clinic Group,198
Effect Doctors,198
Elements Medical,198
GPDQ,198
GPDQ Ltd,198
Leeds COVID Testing Ltd,198
Physiofunction,198
Qured,198
Rosalyn’s Medical and Wellbeing Clinic,198
ZoomDoc Health,198
121 Pure Testing,199
20/30 Labs,199
Covid 19 Private Test Ltd,199
COVID19 Health Clinics Limited,199
Cryo Express,199
Edgbaston Private Medical Practice,199
First Medical Consultants,199
London Covid Testing,199
New Street Pharmacy,199
Pyramid Pharmacy Woolwich,199
Rapid Health Test,199
Reviv UK,199
South West London Covid 19 testing centre,199
Summerfield Healthcare,199
The Guildhall Practice,199
The Melton Clinic,199
VSM Pharmacy,199
World Travel Clinic,199
Ambutech Pre-Hospital Care,200
Candarin Medical,200
DAJANI PHARMACY,200
Dr. Wayne Cotrell & Co.,200
EdgCARE Private Community Family Doctors,200
Global Health Travel Clinic - Longcross Surrey,200
Oxford Covid Tests,200
Pulmonics,200
Samedaydoctor Manchester,200
The Express Clinic,200
The Montague Clinic,200
Zen Healthcare (Purecare Ltd),200
C & H Esher Ltd,205
Vivo Clinic,205.70
12-14 Pharmacy,210
15 Minute Covid Test,210
Avicenna Health,210
Centennial Medical Care,210
Clinicare UK,210
Concierge Medical,210
Global Express Travel Health Clinic,210
Harleys Pharmacy,210
Linbury Doctors,210
Local PCR,210
London Elite Health,210
Longridge Travel Health Clinic,210
Lord's Pharmacy,210
Lord's Pharmacy,210
MDX Healthcare Ltd t/a MEDIX,210
MyHealthcare Clinic,210
Olive Health & Travel Clinic,210
Private GP Clinic,210
PureFlo Health Ltd,210
Rightangled,210
Solice Health Ltd,210
Solihull Health Check Clinic,210
Vanite Clinic,210
Wren Healthcare,210
Your Private Health,210
Clear Diagnostics Ltd,215
Goodbody Clinic,215
RAMSS Limited,216
Medicspot,219
medicspot,219
Dorset Private GP,220
Hampshire Travel Clinic,220
"Hampstead Heath Pharmacy, Travel Health & Vaccination Clinic",220
Healthwork Ltd,220
Home2Lab,220
Ingleton Pharmacy,220
Lyca Health,220
Medi-Park Clinic,220
NHL Pharmacy,220
