,company_name,max_change,num_jumps,num_matches
0,"#nomad travel, using oncologica",-0.017069804901719256,-0.14321907105445886,-0.07001682966407546
1,"*everything genetic ltd, using nonacus",-0.22477573899614317,1.6012295577891478,0.13565760747414618
2,.0000covid 19 private test ltd,-0.21781144317239995,-0.5793312282653605,-0.07001682966407546
3,.0001 ace-thetix,-0.03833931269141371,0.2928930861564428,-0.07001682966407546
4,".001expert tms limited, using biograd and nonacus",8.089208007053097,2.0373417150000495,0.13565760747414618
5,".001my express testing, using nonacus",-0.29829996345434634,-1.0154433854762621,-0.2756912668022971
6,.004 medical testing,0.7694324577587052,2.473453872210951,0.7526809188888112
7,".004 medical testing, using oncologica & circular 1",0.7694324577587052,2.473453872210951,1.1640297931652543
8,".expert doctors, using oncologica",3.6362396156603096,1.6012295577891478,-0.2756912668022971
9,".medical covid test, using source bioscience",-0.20511600071710187,-0.14321907105445886,0.7526809188888112
10,0-100 travel 19,-0.29829996345434634,-1.0154433854762621,-0.2756912668022971
11,"0-100 travel 19, using north london laboratory",-0.29829996345434634,-1.0154433854762621,-0.2756912668022971
12,000 book a travel test,-0.2505519561831448,-0.5793312282653605,-0.2756912668022971
13,0000covid 19 private test ltd,-0.21781144317239995,-0.5793312282653605,-0.07001682966407546
14,0001ace-thetix,-0.03833931269141371,0.2928930861564428,0.13565760747414618
15,"0001ace-thetix, using randox, oncologica & nationwide",-0.03833931269141371,-0.14321907105445886,-0.07001682966407546
16,001 alpha express testing,-0.29829996345434634,-1.0154433854762621,-0.48136570394051875
17,001 covid test,0.5509048290379003,2.473453872210951,-0.07001682966407546
18,"001 covid test, using oncologica",0.30827488832582983,2.473453872210951,0.9583553560270327
19,001 digital health group ltd t/a pharma diagnostics,2.34030064178942,-0.14321907105445886,-0.07001682966407546
20,001 expert covid testing uk,0.7025485419829441,-0.5793312282653605,-0.07001682966407546
21,"001expert covid testing uk, using biograd and nonacus",0.7025485419829441,-0.5793312282653605,-0.07001682966407546
22,004 medical testing,0.7694324577587052,2.473453872210951,0.7526809188888112
23,"004 medical testing, using oncologica & circular 1",0.7694324577587052,2.473453872210951,1.1640297931652543
24,0044 covid test,1.0046228181694719,1.165117400578246,-0.07001682966407546
25,"0044 covid test, using medical diagnosis",1.6621499574991827,2.0373417150000495,0.3413320446123678
26,0044healthtesting,-0.29829996345434634,-1.0154433854762621,-0.2756912668022971
27,"0044healthtesting, using circular1",-0.29829996345434634,-1.0154433854762621,-0.2756912668022971
28,"00expert tms limited, using biograd and nonacus",8.089208007053097,2.0373417150000495,0.13565760747414618
29,01 ct24 solutions ltd,-0.024270853944243238,0.7290052433673444,-0.2756912668022971
30,01 harley street,-0.17819814280187146,-0.14321907105445886,0.13565760747414618
31,01harleystreet,1.139282435264671,-0.5793312282653605,-0.2756912668022971
32,"01harleystreet, using circular1",1.139282435264671,-0.5793312282653605,-0.2756912668022971
33,04 medical testing,0.7694324577587052,2.473453872210951,0.7526809188888112
